としあ,1285,1285,1,名詞,固有名詞,人名,*,*,*,としあ,トシア,トシア
としぁ,1285,1285,1,名詞,固有名詞,人名,*,*,*,としぁ,トシァ,トシァ
わいわいた,1285,1285,1,名詞,固有名詞,人名,*,*,*,わいわいた,ワイワイタ,ワイワイタ
せきみや,1285,1285,1,名詞,固有名詞,人名,*,*,*,せきみや,セキミヤ,セキミヤ
オタク,1285,1285,1,名詞,一般,*,*,*,*,おたく,オタク,オタク
関宮,1285,1285,1,名詞,固有名詞,人名,*,*,*,せきみや,セキミヤ,セキミヤ
あっきぃ,1285,1285,1,名詞,固有名詞,人名,*,*,*,あっきぃ,アッキィ,アッキィ
ぽかちゅう,1285,1285,1,名詞,固有名詞,人名,*,*,*,ぽかちゅう,ポカチュウ,ポカチュウ
